Transaction_ID,Date,Sales_Rep,Branch_Code,Region,Product,Lead_Source,Customer_Segment,Customer_Age,Account_Tenure_Months,Revenue,Processing_Fee,Discount_Applied,Target_Achieved,CSAT_Score
TRX-10410,25-01-26 0:00,Taylor,BR-003,West,Mortgage,Social Media,SME,56,3,34661.09,347.15,117.02,No,2
TRX-10411,23-05-26 0:00,Drew,BR-014,Central,Wealth Management,Email Campaign,High Net Worth,42,62,41953.75,285.22,153.94,No,1
TRX-10412,22-12-25 0:00,Sam,BR-015,West,Auto Loan,Referral,Corporate,34,47,16487.99,60.62,99.14,Yes,3
TRX-10413,04-04-26 0:00,Alex,BR-001,West,Wealth Management,Referral,Corporate,36,77,44506.1,236.18,66.55,Yes,3
TRX-10414,10-05-26 0:00,Taylor,BR-005,West,Credit Card,Email Campaign,High Net Worth,56,105,8451.36,184.66,21.36,Yes,5
TRX-10415,05-09-25 0:00,Alex,BR-014,West,Auto Loan,Email Campaign,Corporate,45,98,9064.68,386.65,17.9,Yes,1
TRX-10416,07-09-25 0:00,Casey,BR-012,West,Personal Loan,Email Campaign,Retail,52,88,13705.22,143.72,86.76,Yes,5
TRX-10417,28-10-25 0:00,Jordan,BR-012,South,Mortgage,Referral,High Net Worth,53,104,6416.78,142.35,106.74,No,5
TRX-10418,25-08-25 0:00,Drew,BR-002,North,Auto Loan,Email Campaign,SME,65,96,11900.8,135.28,103.23,No,5
TRX-10419,27-10-25 0:00,Sam,BR-014,East,Auto Loan,Walk-in,High Net Worth,56,61,5767.38,106.53,91.46,No,4
TRX-10420,08-12-25 0:00,Jordan,BR-005,North,Credit Card,Social Media,Retail,40,32,41176.74,189.95,137.58,No,5
TRX-10421,25-10-25 0:00,Jordan,BR-008,West,Mortgage,Social Media,Retail,38,94,7378.97,448.66,172.79,No,2
TRX-10422,15-07-26 0:00,Sam,BR-011,South,Personal Loan,Website,Retail,58,116,37491.23,398.72,59.77,Yes,3
TRX-10423,12-02-26 0:00,Taylor,BR-009,Central,Auto Loan,Website,Retail,23,113,2871.74,380.86,38.6,Yes,4
TRX-10424,27-11-25 0:00,Drew,BR-002,South,Auto Loan,Social Media,Retail,43,13,47451.76,408.8,23.24,No,5
TRX-10425,07-08-25 0:00,Casey,BR-012,West,Credit Card,Walk-in,SME,52,1,35702.42,171.24,123.25,Yes,3
TRX-10426,09-05-26 0:00,Alex,BR-003,South,Wealth Management,Referral,Corporate,65,34,836.43,449.35,88.77,Yes,1
TRX-10427,21-04-26 0:00,Morgan,BR-003,South,Personal Loan,Referral,Retail,36,62,38310.9,111.79,37.6,Yes,1
TRX-10428,03-02-26 0:00,Alex,BR-001,West,Mortgage,Walk-in,Retail,25,79,25947.06,201.36,130.63,No,3
TRX-10429,28-02-26 0:00,Morgan,BR-008,South,Auto Loan,Referral,High Net Worth,24,108,39078.58,314.04,44.55,Yes,2
TRX-10430,04-04-26 0:00,Alex,BR-006,East,Auto Loan,Email Campaign,SME,41,78,26363.59,96.31,110.86,No,3
TRX-10431,15-08-25 0:00,Sam,BR-012,East,Personal Loan,Social Media,SME,60,93,32230.73,378.56,105.43,Yes,3
TRX-10432,28-03-26 0:00,Casey,BR-013,South,Wealth Management,Social Media,Corporate,71,98,39423.42,224.26,146.85,No,4
TRX-10433,16-04-26 0:00,Drew,BR-008,Central,Auto Loan,Walk-in,SME,34,82,20552.85,402.98,11.02,Yes,1
TRX-10434,30-01-26 0:00,Morgan,BR-011,West,Personal Loan,Referral,High Net Worth,59,118,634.05,271.8,266.36,No,1
TRX-10435,21-07-26 0:00,Drew,BR-009,East,Credit Card,Website,High Net Worth,51,71,42572.35,131.39,210.9,Yes,5
TRX-10436,17-12-25 0:00,Drew,BR-005,Central,Wealth Management,Website,Corporate,34,93,19354.07,380.64,43.23,No,3
TRX-10437,10-03-26 0:00,Drew,BR-014,South,Mortgage,Referral,High Net Worth,26,119,25054.11,163.46,55.02,Yes,3
TRX-10438,02-05-26 0:00,Jamie,BR-012,Central,Auto Loan,Website,Retail,32,31,884.45,270.86,86.33,Yes,2
TRX-10439,03-02-26 0:00,Taylor,BR-014,North,Personal Loan,Walk-in,Retail,36,64,24858.55,83.99,163.51,Yes,1
TRX-10440,14-10-25 0:00,Alex,BR-003,East,Credit Card,Walk-in,High Net Worth,37,25,49331.13,328.04,252.88,Yes,2
TRX-10441,28-07-26 0:00,Drew,BR-005,South,Mortgage,Referral,Corporate,65,38,14274.25,349.64,104.09,Yes,4
TRX-10442,26-02-26 0:00,Alex,BR-005,West,Personal Loan,Website,SME,43,14,20073.2,220.4,172.16,Yes,5
TRX-10443,14-10-25 0:00,Drew,BR-005,South,Personal Loan,Walk-in,Corporate,34,8,34515.9,479.49,1.09,No,2
TRX-10444,25-12-25 0:00,Morgan,BR-003,West,Mortgage,Walk-in,SME,27,91,40832.29,443.38,7.03,No,1
TRX-10445,14-04-26 0:00,Taylor,BR-011,South,Credit Card,Email Campaign,High Net Worth,66,54,21160.89,368.57,273.54,Yes,4
TRX-10446,29-07-26 0:00,Taylor,BR-014,Central,Credit Card,Email Campaign,High Net Worth,52,2,15828.61,371.14,232.6,No,3
TRX-10447,22-07-26 0:00,Sam,BR-010,Central,Wealth Management,Walk-in,Retail,35,81,46922.38,163.58,90.14,Yes,4
TRX-10448,05-07-26 0:00,Jamie,BR-014,Central,Auto Loan,Referral,SME,64,101,34018.68,345.57,150.72,Yes,2
TRX-10449,22-11-25 0:00,Sam,BR-004,North,Mortgage,Social Media,Corporate,37,78,6391.55,139.19,191.13,Yes,1
TRX-10450,02-01-26 0:00,Sam,BR-009,West,Mortgage,Social Media,High Net Worth,61,89,3911.93,114.8,231.63,Yes,2
TRX-10451,13-07-26 0:00,Sam,BR-013,Central,Mortgage,Walk-in,Corporate,74,56,24435.72,499.76,168.47,Yes,3
TRX-10452,22-11-25 0:00,Sam,BR-010,North,Credit Card,Walk-in,Retail,67,94,11394.46,330.07,152.12,No,3
TRX-10453,30-03-26 0:00,Sam,BR-009,West,Auto Loan,Walk-in,SME,64,93,13072.25,243.94,33.64,Yes,1
TRX-10454,12-12-25 0:00,Casey,BR-002,South,Wealth Management,Referral,SME,54,84,43945.76,179.67,166.71,Yes,5
TRX-10455,27-05-26 0:00,Taylor,BR-008,North,Personal Loan,Email Campaign,High Net Worth,25,85,4933.52,321.76,58.53,Yes,4
TRX-10456,27-10-25 0:00,Sam,BR-008,East,Personal Loan,Walk-in,SME,65,61,35910.52,72.32,178.52,No,4
TRX-10457,03-10-25 0:00,Drew,BR-007,North,Mortgage,Walk-in,High Net Worth,47,117,13921.54,92.61,137.6,Yes,3
TRX-10458,27-02-26 0:00,Taylor,BR-008,North,Auto Loan,Website,Retail,72,22,38136.25,64.79,135.4,No,2
TRX-10459,05-03-26 0:00,Taylor,BR-014,West,Credit Card,Referral,SME,43,35,36259.36,274.63,99.45,No,2
TRX-10460,18-09-25 0:00,Jordan,BR-003,South,Auto Loan,Walk-in,High Net Worth,60,101,865.9,320.27,28.2,No,5
TRX-10461,07-06-26 0:00,Casey,BR-013,East,Auto Loan,Website,Corporate,34,16,25702.2,78.12,58.14,No,2
TRX-10462,04-02-26 0:00,Sam,BR-006,Central,Credit Card,Social Media,High Net Worth,35,50,7396.31,374.55,295.12,Yes,4
TRX-10463,13-10-25 0:00,Alex,BR-001,Central,Mortgage,Walk-in,SME,63,113,43378.24,153.68,192.14,No,2
TRX-10464,06-08-25 0:00,Morgan,BR-007,North,Auto Loan,Walk-in,Retail,53,43,43643.5,358.34,64.1,Yes,5
TRX-10465,23-05-26 0:00,Jamie,BR-015,West,Personal Loan,Website,SME,73,17,21208.12,491.85,199.26,No,4
TRX-10466,03-07-26 0:00,Drew,BR-015,West,Credit Card,Referral,SME,51,80,22497.58,361,169.11,No,2
TRX-10467,22-07-26 0:00,Alex,BR-001,Central,Wealth Management,Walk-in,High Net Worth,55,58,15512.51,447.44,183.28,No,4
TRX-10468,27-08-25 0:00,Casey,BR-009,East,Mortgage,Social Media,Corporate,37,119,35972.01,476.69,8.02,Yes,3
TRX-10469,01-10-25 0:00,Morgan,BR-001,South,Credit Card,Walk-in,SME,48,2,18253.74,269.04,180.29,Yes,3
TRX-10470,21-06-26 0:00,Casey,BR-001,East,Wealth Management,Social Media,Corporate,39,4,13755.73,366.05,111.49,No,3
TRX-10471,14-12-25 0:00,Drew,BR-015,South,Wealth Management,Email Campaign,High Net Worth,66,85,21895.44,433.39,260.55,Yes,2
TRX-10472,20-08-25 0:00,Taylor,BR-007,Central,Auto Loan,Email Campaign,Corporate,74,39,5028.63,210.47,166.89,Yes,5
TRX-10473,14-12-25 0:00,Morgan,BR-002,South,Auto Loan,Social Media,High Net Worth,43,98,37456.86,167.63,249.9,Yes,4
TRX-10474,30-01-26 0:00,Taylor,BR-014,West,Auto Loan,Referral,Retail,52,94,1123.52,475.97,139.63,No,1
TRX-10475,21-05-26 0:00,Drew,BR-005,North,Credit Card,Walk-in,Corporate,60,6,32402.01,376.84,58.28,Yes,3
TRX-10476,18-12-25 0:00,Alex,BR-008,North,Credit Card,Walk-in,Corporate,33,81,9551.79,148.86,67.23,Yes,3
TRX-10477,23-09-25 0:00,Drew,BR-008,Central,Mortgage,Email Campaign,Retail,40,103,12004,252.09,61.69,Yes,1
TRX-10478,19-06-26 0:00,Alex,BR-003,West,Auto Loan,Social Media,Corporate,55,89,31963.78,408.4,4.01,Yes,1
TRX-10479,11-05-26 0:00,Morgan,BR-007,East,Wealth Management,Walk-in,Retail,25,69,49650.7,296.18,116.51,No,2
TRX-10480,10-09-25 0:00,Morgan,BR-003,West,Personal Loan,Walk-in,SME,29,69,38997.02,342.48,139.77,No,4
TRX-10481,02-09-25 0:00,Sam,BR-006,North,Mortgage,Referral,High Net Worth,49,20,11679.06,389.2,256.16,No,3
TRX-10482,02-12-25 0:00,Casey,BR-006,North,Credit Card,Website,Retail,26,64,9213.23,329.9,28.03,Yes,5
TRX-10483,07-10-25 0:00,Sam,BR-003,West,Mortgage,Email Campaign,Corporate,45,16,43378.53,293.04,108.84,No,2
TRX-10484,06-04-26 0:00,Casey,BR-007,West,Mortgage,Email Campaign,Retail,51,51,22487.11,387.33,1.6,Yes,2
TRX-10485,06-07-26 0:00,Sam,BR-003,North,Mortgage,Website,Corporate,42,105,7284.11,377.4,19.02,Yes,5
TRX-10486,10-06-26 0:00,Taylor,BR-008,East,Mortgage,Walk-in,SME,22,37,43179.47,333.44,10.84,Yes,5
TRX-10487,03-08-25 0:00,Morgan,BR-010,Central,Personal Loan,Referral,Retail,65,104,40896.57,211.91,145.1,Yes,5
TRX-10488,12-06-26 0:00,Alex,BR-004,Central,Auto Loan,Referral,SME,25,73,49203.37,232.62,16.21,Yes,1
TRX-10489,24-04-26 0:00,Casey,BR-015,West,Wealth Management,Email Campaign,High Net Worth,47,69,45532.31,486.7,214.94,Yes,3
TRX-10490,29-03-26 0:00,Drew,BR-015,Central,Mortgage,Referral,Corporate,45,42,42663.62,100.57,49.92,Yes,1
TRX-10491,27-07-26 0:00,Casey,BR-013,North,Mortgage,Website,Corporate,28,57,3102.43,170.83,175.54,Yes,3
TRX-10492,02-07-26 0:00,Alex,BR-001,North,Mortgage,Walk-in,SME,21,66,5668.56,271.58,162.63,No,1
TRX-10493,07-07-26 0:00,Sam,BR-004,West,Auto Loan,Website,High Net Worth,40,9,28664.67,426.53,287.36,Yes,4
TRX-10494,17-01-26 0:00,Casey,BR-014,West,Credit Card,Social Media,Retail,64,107,26808.22,123.65,176.75,No,3
TRX-10495,21-10-25 0:00,Jamie,BR-007,West,Credit Card,Email Campaign,Retail,43,100,23169.18,174.63,186.67,Yes,2
TRX-10496,02-10-25 0:00,Taylor,BR-011,East,Personal Loan,Referral,Corporate,52,86,20141.07,79.61,171.75,No,3
TRX-10497,23-10-25 0:00,Morgan,BR-004,Central,Credit Card,Social Media,SME,31,64,21844.92,367.69,138.68,No,3
TRX-10498,20-01-26 0:00,Alex,BR-013,West,Mortgage,Referral,SME,59,86,28680.25,157.19,34.05,No,3
TRX-10499,31-07-26 0:00,Morgan,BR-006,South,Mortgage,Walk-in,Retail,67,22,602.79,224.9,54.34,No,4
TRX-10500,20-05-26 0:00,Jamie,BR-009,South,Mortgage,Walk-in,High Net Worth,74,34,13405.08,249.67,63.82,Yes,1
TRX-10501,11-09-25 0:00,Casey,BR-001,North,Personal Loan,Walk-in,High Net Worth,44,55,26154.85,451.09,181.08,Yes,2
TRX-10502,30-10-25 0:00,Casey,BR-013,Central,Mortgage,Referral,Retail,31,29,36249.7,235.1,100.72,Yes,1
TRX-10503,10-09-25 0:00,Drew,BR-005,West,Credit Card,Social Media,Retail,49,38,9120.76,115.35,173.42,Yes,1
TRX-10504,25-09-25 0:00,Jamie,BR-011,South,Auto Loan,Walk-in,SME,74,110,27570.62,285.94,190.53,Yes,5
TRX-10505,12-07-26 0:00,Alex,BR-007,Central,Auto Loan,Social Media,High Net Worth,46,97,35865.75,483.33,121.46,No,4
TRX-10506,03-03-26 0:00,Drew,BR-001,North,Wealth Management,Referral,Retail,36,18,22509.07,323.46,101.27,Yes,5
TRX-10507,01-08-26 0:00,Taylor,BR-014,East,Credit Card,Social Media,Retail,55,71,1840.52,492.52,194.3,Yes,4
TRX-10508,09-10-25 0:00,Drew,BR-004,Central,Mortgage,Referral,Corporate,40,65,22738.77,428.5,55.25,No,1
TRX-10509,02-01-26 0:00,Jordan,BR-006,Central,Auto Loan,Referral,Retail,66,97,15174.02,66.18,158.48,No,1
TRX-10510,09-12-25 0:00,Alex,BR-002,East,Credit Card,Email Campaign,Retail,23,1,46517.66,346.28,45.05,No,4
TRX-10511,27-04-26 0:00,Jordan,BR-010,Central,Auto Loan,Referral,High Net Worth,21,88,6668.36,179.05,204.44,No,1
TRX-10512,24-01-26 0:00,Jamie,BR-005,North,Mortgage,Referral,SME,73,4,32797.56,301.83,50.72,Yes,1
TRX-10513,11-06-26 0:00,Sam,BR-011,North,Auto Loan,Website,High Net Worth,67,4,3109.63,175.71,265.12,Yes,2
TRX-10514,09-07-26 0:00,Jordan,BR-010,East,Wealth Management,Walk-in,SME,21,82,22585.44,206.99,112.3,No,5
TRX-10515,31-01-26 0:00,Taylor,BR-001,West,Wealth Management,Email Campaign,Corporate,37,27,27921.98,465.43,37.19,No,5
TRX-10516,16-12-25 0:00,Drew,BR-006,South,Auto Loan,Email Campaign,Retail,22,43,15248.77,142.99,44.87,No,5
TRX-10517,09-02-26 0:00,Sam,BR-006,West,Credit Card,Email Campaign,Corporate,49,59,23026.24,443.35,98.77,Yes,3
TRX-10518,18-04-26 0:00,Drew,BR-013,Central,Credit Card,Website,SME,40,32,8595.91,63.71,192.32,No,2
TRX-10519,07-12-25 0:00,Jordan,BR-015,South,Credit Card,Referral,High Net Worth,26,33,15554.13,90.89,230.9,Yes,5
TRX-10520,01-06-26 0:00,Drew,BR-015,East,Auto Loan,Walk-in,High Net Worth,28,28,31244.76,434.6,146.49,Yes,5
TRX-10521,28-02-26 0:00,Jamie,BR-004,East,Credit Card,Social Media,Corporate,49,106,15439.1,333.75,67.54,Yes,2
TRX-10522,11-03-26 0:00,Sam,BR-013,South,Mortgage,Referral,SME,68,105,45037.28,386.26,109.85,Yes,1
TRX-10523,08-07-26 0:00,Jamie,BR-008,North,Wealth Management,Website,Corporate,71,55,31606.14,144.24,149.67,Yes,5
TRX-10524,25-02-26 0:00,Jordan,BR-004,South,Mortgage,Referral,Corporate,53,100,22213.13,291.69,156.79,Yes,1
TRX-10525,16-03-26 0:00,Jamie,BR-008,Central,Credit Card,Referral,Retail,23,60,2418.47,381.75,64.92,Yes,5
TRX-10526,12-09-25 0:00,Taylor,BR-015,North,Mortgage,Website,Corporate,55,70,25227.64,332.29,144.23,Yes,4
TRX-10527,11-05-26 0:00,Jordan,BR-013,East,Credit Card,Email Campaign,Retail,25,62,38356.42,262.26,131.56,No,3
TRX-10528,22-04-26 0:00,Jordan,BR-008,South,Auto Loan,Email Campaign,Retail,47,80,13645.1,481.9,191.82,No,5
TRX-10529,18-12-25 0:00,Jordan,BR-005,West,Mortgage,Walk-in,High Net Worth,64,34,40435.29,354.27,279.33,Yes,4
TRX-10530,28-02-26 0:00,Alex,BR-013,West,Auto Loan,Walk-in,Retail,32,87,12964.43,458.49,157.88,Yes,2
TRX-10531,27-07-26 0:00,Drew,BR-015,Central,Auto Loan,Email Campaign,Retail,40,114,41275.45,378.4,144.68,No,4
TRX-10532,13-05-26 0:00,Alex,BR-004,West,Personal Loan,Social Media,High Net Worth,65,106,4720.78,380.96,82.22,Yes,2
TRX-10533,16-02-26 0:00,Alex,BR-012,South,Credit Card,Referral,Corporate,40,88,43376.09,86.01,169.19,Yes,5
TRX-10534,16-12-25 0:00,Taylor,BR-013,South,Wealth Management,Social Media,SME,29,56,25209.73,211.76,85.5,Yes,2
TRX-10535,06-07-26 0:00,Sam,BR-002,West,Credit Card,Referral,SME,59,113,15178.61,436.27,54.45,No,4
TRX-10536,26-03-26 0:00,Drew,BR-011,South,Wealth Management,Email Campaign,SME,24,13,13623.11,154.67,76.83,Yes,3
TRX-10537,10-02-26 0:00,Jamie,BR-015,Central,Credit Card,Walk-in,Corporate,71,56,21884.52,101.98,167.19,Yes,1
TRX-10538,09-03-26 0:00,Casey,BR-003,North,Auto Loan,Walk-in,Retail,74,18,49952.95,196.75,29.73,Yes,1
TRX-10539,05-09-25 0:00,Jordan,BR-003,Central,Mortgage,Social Media,SME,39,54,11406.21,149.2,91.23,Yes,3
TRX-10540,28-12-25 0:00,Jamie,BR-004,Central,Mortgage,Walk-in,Corporate,58,77,5609.22,466.38,98.47,Yes,1
TRX-10541,29-09-25 0:00,Jordan,BR-004,South,Personal Loan,Email Campaign,Retail,47,113,29459.24,440.58,7.33,Yes,5
TRX-10542,05-09-25 0:00,Taylor,BR-010,North,Wealth Management,Social Media,High Net Worth,65,101,24682.85,274.86,58.72,Yes,5
TRX-10543,12-11-25 0:00,Jordan,BR-011,South,Wealth Management,Referral,SME,63,43,26447.72,77.6,165.35,No,4
TRX-10544,10-06-26 0:00,Alex,BR-011,East,Wealth Management,Walk-in,Retail,33,39,33513.3,371.55,166.15,No,4
TRX-10545,21-09-25 0:00,Drew,BR-005,South,Auto Loan,Website,SME,33,61,13723.63,330.54,58.48,No,2
TRX-10546,02-11-25 0:00,Casey,BR-004,South,Wealth Management,Walk-in,SME,42,42,45577.92,486.75,174.98,No,4
TRX-10547,14-03-26 0:00,Morgan,BR-011,South,Mortgage,Referral,SME,48,81,22065.77,301.53,154.36,Yes,5
TRX-10548,25-12-25 0:00,Jordan,BR-014,North,Auto Loan,Social Media,Retail,72,79,6889.77,201.38,83.58,No,4
TRX-10549,30-07-26 0:00,Jamie,BR-010,South,Credit Card,Referral,Corporate,67,18,37243.79,283.56,149.68,Yes,1
TRX-10550,30-10-25 0:00,Alex,BR-008,North,Wealth Management,Website,Retail,73,23,32333.67,490.67,192.27,Yes,2
TRX-10551,06-08-25 0:00,Morgan,BR-006,West,Wealth Management,Email Campaign,SME,65,54,16129.3,363.36,91.79,No,2
TRX-10552,26-09-25 0:00,Casey,BR-006,East,Credit Card,Walk-in,Retail,42,115,31265.18,352.39,47.69,No,5
TRX-10553,10-08-25 0:00,Morgan,BR-008,North,Wealth Management,Social Media,High Net Worth,63,30,11383.17,158.31,282.54,No,4
TRX-10554,21-08-25 0:00,Alex,BR-007,West,Credit Card,Email Campaign,Corporate,39,98,22519.55,384.62,120.75,Yes,1
TRX-10555,21-06-26 0:00,Drew,BR-015,North,Auto Loan,Referral,Retail,28,58,45020.92,387.62,21.05,No,4
TRX-10556,21-12-25 0:00,Drew,BR-010,North,Mortgage,Social Media,High Net Worth,72,68,7109.94,192.78,171.81,No,3
TRX-10557,13-03-26 0:00,Sam,BR-014,East,Credit Card,Email Campaign,Corporate,28,67,19641.47,267.67,100.12,Yes,4
TRX-10558,18-11-25 0:00,Drew,BR-011,Central,Personal Loan,Social Media,High Net Worth,62,71,41146.55,182.57,256.68,Yes,5
TRX-10559,21-06-26 0:00,Sam,BR-012,Central,Credit Card,Website,Corporate,46,18,48489.8,166.42,106.14,Yes,4
TRX-10560,25-11-25 0:00,Morgan,BR-010,North,Wealth Management,Website,Retail,68,106,22969.34,61.65,51.05,No,2
TRX-10561,11-11-25 0:00,Taylor,BR-013,South,Auto Loan,Walk-in,High Net Worth,71,7,25596.48,178.35,202.7,Yes,1
TRX-10562,17-11-25 0:00,Jamie,BR-008,West,Auto Loan,Walk-in,SME,46,40,28822.51,299.29,108.52,Yes,5
TRX-10563,19-09-25 0:00,Jamie,BR-014,South,Credit Card,Website,High Net Worth,43,70,46651.23,50.72,69.91,Yes,3
TRX-10564,23-07-26 0:00,Morgan,BR-002,South,Mortgage,Social Media,Corporate,63,86,42981.24,177.45,114.73,Yes,1
TRX-10565,05-05-26 0:00,Jordan,BR-009,North,Personal Loan,Website,Retail,33,65,8944.76,446.63,164.31,No,1
TRX-10566,11-09-25 0:00,Jordan,BR-001,North,Auto Loan,Walk-in,Corporate,48,68,22119.51,317.14,5.71,Yes,2
TRX-10567,11-07-26 0:00,Drew,BR-015,North,Wealth Management,Website,High Net Worth,29,110,23468.02,323.54,189.26,No,2
TRX-10568,30-06-26 0:00,Jamie,BR-008,North,Wealth Management,Website,High Net Worth,40,49,39560.26,231.51,104.88,No,2
TRX-10569,16-02-26 0:00,Jamie,BR-012,Central,Mortgage,Social Media,SME,39,52,30343.2,354.41,58.53,No,5
TRX-10570,31-12-25 0:00,Sam,BR-011,North,Auto Loan,Email Campaign,Retail,68,114,32883.91,135.47,78.52,Yes,4
TRX-10571,10-11-25 0:00,Taylor,BR-012,Central,Credit Card,Walk-in,Retail,59,107,49910.9,418.44,68.4,Yes,1
TRX-10572,20-04-26 0:00,Alex,BR-012,Central,Wealth Management,Social Media,High Net Worth,71,29,4210.52,102.51,249.68,Yes,4
TRX-10573,22-06-26 0:00,Jordan,BR-004,North,Mortgage,Website,Retail,32,21,11538.99,345.2,54.96,Yes,4
TRX-10574,29-09-25 0:00,Jamie,BR-004,East,Auto Loan,Website,SME,35,90,20690.85,203.52,146.63,Yes,2
TRX-10575,26-03-26 0:00,Sam,BR-005,West,Auto Loan,Email Campaign,Corporate,51,78,17715.23,386.38,18.81,No,4
TRX-10576,13-10-25 0:00,Casey,BR-008,South,Auto Loan,Walk-in,Retail,34,9,1571.46,297.39,190.28,Yes,1
TRX-10577,02-07-26 0:00,Sam,BR-005,Central,Auto Loan,Walk-in,High Net Worth,31,47,5042.99,253.56,186.69,Yes,1
TRX-10578,04-06-26 0:00,Jordan,BR-008,West,Auto Loan,Referral,Corporate,46,76,34207.19,126.24,141.34,Yes,3
TRX-10579,07-12-25 0:00,Jordan,BR-015,East,Wealth Management,Walk-in,Corporate,62,42,44026.56,336.57,59.61,Yes,5
TRX-10580,16-01-26 0:00,Sam,BR-010,South,Mortgage,Email Campaign,SME,47,51,25954.24,488.65,82.42,No,4
TRX-10581,06-04-26 0:00,Alex,BR-001,South,Auto Loan,Referral,High Net Worth,31,56,27189.96,421.52,67.14,Yes,5
TRX-10582,05-08-25 0:00,Morgan,BR-012,Central,Personal Loan,Referral,Retail,58,51,13127.12,77,186.51,Yes,5
TRX-10583,15-03-26 0:00,Jordan,BR-015,North,Personal Loan,Website,High Net Worth,54,70,38509.88,219.3,146.43,No,5
TRX-10584,24-07-26 0:00,Sam,BR-010,East,Mortgage,Website,Corporate,63,20,37713.83,466.51,126.09,Yes,5
TRX-10585,22-05-26 0:00,Jamie,BR-009,Central,Credit Card,Walk-in,High Net Worth,39,88,29624.1,276.37,220.27,Yes,1
TRX-10586,09-04-26 0:00,Sam,BR-006,East,Credit Card,Referral,Retail,26,27,11026.88,347.95,74.22,Yes,4
TRX-10587,08-04-26 0:00,Taylor,BR-003,North,Credit Card,Website,Retail,66,38,5302.4,460.67,144.02,Yes,3
TRX-10588,02-08-25 0:00,Morgan,BR-013,North,Personal Loan,Email Campaign,SME,72,72,3679.81,443.21,135.2,Yes,5
TRX-10589,02-10-25 0:00,Casey,BR-014,Central,Credit Card,Website,Retail,58,65,29838.46,275.82,141.13,Yes,3
TRX-10590,24-03-26 0:00,Alex,BR-008,North,Wealth Management,Website,Retail,69,54,41339.25,246.94,97.85,No,1
TRX-10591,08-04-26 0:00,Drew,BR-009,West,Auto Loan,Referral,High Net Worth,62,113,42987.36,202.86,114.88,Yes,1
TRX-10592,07-08-25 0:00,Casey,BR-006,South,Personal Loan,Referral,High Net Worth,48,113,23449.29,373.56,66.63,No,2
TRX-10593,05-02-26 0:00,Morgan,BR-011,Central,Mortgage,Social Media,Corporate,21,24,39321.43,179.14,164.93,No,5
TRX-10594,31-12-25 0:00,Morgan,BR-007,East,Mortgage,Email Campaign,SME,55,47,47370.57,162.45,121.67,Yes,2
TRX-10595,23-06-26 0:00,Morgan,BR-001,West,Auto Loan,Referral,High Net Worth,60,71,14120.92,210.31,133.3,Yes,3
TRX-10596,24-09-25 0:00,Casey,BR-014,Central,Personal Loan,Walk-in,Retail,28,83,20199.04,129.75,188.8,Yes,4
TRX-10597,02-08-25 0:00,Jamie,BR-005,North,Credit Card,Email Campaign,Corporate,72,86,46608.21,362.8,9.57,No,2
TRX-10598,19-01-26 0:00,Morgan,BR-005,North,Credit Card,Email Campaign,High Net Worth,74,63,17242.43,327.31,255.04,Yes,1
TRX-10599,12-09-25 0:00,Sam,BR-010,North,Wealth Management,Referral,SME,67,57,45736.88,267.3,199.52,No,5
TRX-10600,27-08-25 0:00,Casey,BR-014,North,Wealth Management,Email Campaign,SME,27,55,49061.72,225.65,177.39,Yes,3
TRX-10601,14-06-26 0:00,Drew,BR-004,East,Credit Card,Referral,Corporate,31,60,33259.63,459.08,162.09,No,1
TRX-10602,17-03-26 0:00,Morgan,BR-006,West,Mortgage,Website,Corporate,59,99,40936.07,63.11,74.86,Yes,4
TRX-10603,10-08-25 0:00,Sam,BR-007,South,Mortgage,Social Media,Corporate,24,62,37602.51,396.1,46.26,Yes,5
TRX-10604,07-02-26 0:00,Jamie,BR-009,East,Wealth Management,Website,Corporate,45,30,35126.95,455.86,146.97,Yes,4
TRX-10605,03-07-26 0:00,Taylor,BR-001,East,Auto Loan,Referral,Corporate,32,93,15693.09,250.86,60.92,Yes,4
TRX-10606,01-04-26 0:00,Jamie,BR-015,South,Credit Card,Referral,Retail,46,22,3326.17,297.81,35.21,Yes,5
TRX-10607,01-08-25 0:00,Drew,BR-006,South,Wealth Management,Website,Retail,58,75,17481.06,475.01,157.31,No,5
TRX-10608,18-03-26 0:00,Morgan,BR-007,North,Wealth Management,Walk-in,High Net Worth,66,84,33513.33,145.52,93.76,No,4
TRX-10609,22-12-25 0:00,Drew,BR-003,East,Credit Card,Walk-in,SME,32,29,5575.2,284.06,182.89,No,3
TRX-10610,24-06-26 0:00,Casey,BR-008,Central,Credit Card,Walk-in,Retail,63,115,1089.94,263.62,168.13,Yes,5
TRX-10611,23-06-26 0:00,Jordan,BR-015,South,Mortgage,Referral,Retail,71,41,7414.77,166.28,169.53,Yes,1
TRX-10612,22-03-26 0:00,Morgan,BR-005,South,Auto Loan,Email Campaign,Retail,73,42,35928.93,418.37,154.31,Yes,2
TRX-10613,18-07-26 0:00,Jordan,BR-015,West,Auto Loan,Referral,High Net Worth,57,98,48653.29,454.82,264.27,Yes,3
TRX-10614,25-05-26 0:00,Sam,BR-009,Central,Credit Card,Email Campaign,Corporate,66,65,49161.7,401.87,161.15,Yes,5
TRX-10615,20-06-26 0:00,Taylor,BR-005,Central,Personal Loan,Website,High Net Worth,73,31,24951.97,137.91,180.75,Yes,5
